date,ticker,open,high,low,close,volume,ret_1d,logret_1d,fwd_ret_5d,dollar_volume,adv_shares_20d,adv_dollars_20d,vol_21d,hl_range,sent_mean,sent_sum,sent_count
2025-02-10,AAPL,229.57,230.585,227.2,227.65,33115645.0,8.786188112286375e-05,8.78580214935809e-05,0.07388535031847132,7538776584.25,58980462.0,13601036824.0645,0.020397181312240775,0.014869316933889763,0.0,0.0,1
2025-02-11,AAPL,228.2,235.23,228.13,232.62,53718362.0,0.021831759279595797,0.021596859130101898,0.05266099217608122,12495965368.44,59184843.85,13644162995.4865,0.020466350566142193,0.03052188117960607,-0.3333333333333333,-1.0,3
2025-02-12,AAPL,231.2,236.96,230.68,236.87,45243292.0,0.018270140142722102,0.01810524652359735,0.03782665597163004,10716778576.04,59475243.75,13720028655.0725,0.020739906896616273,0.026512432980115568,0.6,3.0,5
2025-02-13,AAPL,236.91,242.3399,235.57,241.53,53614054.0,0.01967323848524516,0.01948222154550905,0.016643895168302114,12949402462.62,60164348.0,13893757254.901999,0.021099925430137122,0.02802923032335519,0.5,2.0,4
2025-02-14,AAPL,241.25,245.55,240.99,244.6,40896227.0,0.012710636359872352,0.012630534273072591,0.010220768601798769,10003217124.199999,58621206.75,13574932050.636,0.02085939267255087,0.018642681929681045,0.25,1.0,4
2025-02-18,AAPL,244.15,245.18,241.84,244.47,48822491.0,-0.0005314799672935244,-0.0005316212528336806,0.010512537325643168,11935634374.77,57637916.25,13384166796.1755,0.018536577470527133,0.013662208041886488,-0.25,-1.0,4
2025-02-19,AAPL,244.66,246.01,243.1604,244.87,32204215.0,0.001636192579866691,0.0016348554750962307,-0.018417936047698702,7885846127.05,54344605.55,12686739086.9,0.018516038555114495,0.011637195246457179,0.2857142857142857,2.0,7
2025-02-20,AAPL,244.94,246.78,244.29,245.83,32316907.0,0.0039204475844325515,0.003912782656568581,-0.034698775576618046,7944465247.81,52754125.9,12366290624.5405,0.01668281776917126,0.010128950901029162,0.8,4.0,5
2025-02-21,AAPL,245.95,248.69,245.22,245.55,53197431.0,-0.0011389984948948495,-0.001139647646649422,-0.015108939116269648,13062629182.050001,52402259.45,12345816762.563,0.016733351427835257,0.014131541437589023,0.125,1.0,8
2025-02-24,AAPL,244.925,248.86,244.42,247.1,51326396.0,0.006312360008144946,0.006292520509310506,-0.03670578713071626,12682752451.6,52233683.9,12370674399.07,0.01669220332747703,0.01796843383245653,0.25,1.0,4
2025-02-25,AAPL,248.0,250.0,244.91,247.04,48013272.0,-0.00024281667341163882,-0.00024284615815250987,-0.044972474093264214,11861198714.88,49891176.6,11873469071.74,0.016613879068967666,0.020603950777202003,-1.0,-1.0,1
2025-02-26,AAPL,244.33,244.98,239.13,240.36,44433564.0,-0.027040155440414382,-0.027412467370684368,-0.01922116824762854,10680051443.04,48327476.35,11505567374.395,0.016841556212974926,0.02433849226160746,-0.5,-2.0,4
2025-02-27,AAPL,239.41,242.46,237.06,237.3,41153639.0,-0.01273090364453322,-0.012812636024009727,-0.00830172777075433,9765758534.7,48110853.3,11449477656.33,0.015177156414277226,0.02275600505688994,1.0,1.0,1
2025-02-28,AAPL,236.95,242.09,230.2,241.84,56833360.0,0.01913190054782965,0.01895118702948473,-0.011453853787628199,13744579782.4,48169607.35,11475514120.0695,0.015722565340282695,0.04916473701620892,0.0,0.0,6
2025-03-03,AAPL,241.79,244.0272,236.112,238.03,47183985.0,-0.015754217664571635,-0.01587963432324635,-0.04432214426752934,11231203949.55,45475050.2,10844387807.147,0.016038007610250756,0.03325295130865843,0.1666666666666666,1.0,6
2025-03-04,AAPL,237.705,240.07,234.68,235.93,53798062.0,-0.008822417342351785,-0.008861565289334017,-0.06395964904844653,12692576767.66,44511788.25,10646058482.4795,0.01609050504862389,0.022845759335395937,0.2,1.0,5
2025-03-05,AAPL,235.42,236.55,229.23,235.74,47227643.0,-0.0008053236129360597,-0.0008056480601981164,-0.07957919742088748,11133444560.82,44619805.35,10678147326.8805,0.01409474822253319,0.031051158055484817,0.25,1.0,4
2025-03-06,AAPL,234.435,237.86,233.1581,235.33,45170419.0,-0.0017392042080257575,-0.0017407183795548065,-0.10899587812858536,10629954703.27,44895076.85,10748599062.4025,0.013391954421378457,0.01998002804572304,-0.25,-1.0,4
2025-03-07,AAPL,235.105,241.37,234.76,239.07,46273565.0,0.01589257638210162,0.015767611658897174,-0.10699795039109883,11062621184.55,45712487.65,10952770626.941,0.013788397418622303,0.02764880578909937,0.5,2.0,4
2025-03-10,AAPL,235.54,236.16,224.22,227.48,72071197.0,-0.048479524825364995,-0.049694073639167335,-0.05925795674344991,16394755893.56,47330686.3,11320580651.663,0.01755317222938406,0.052488130824687645,1.0,2.0,2
2025-03-11,AAPL,223.805,225.8399,217.45,220.84,76137410.0,-0.029189379286091,-0.029623865022754714,-0.03690454627784823,16814185624.4,49481774.55,11784351103.6705,0.017927163944635442,0.0379908531063212,0.0,0.0,2
2025-03-12,AAPL,220.14,221.75,214.91,216.98,62547467.0,-0.017478717623618967,-0.01763327402153969,-0.008019172273942221,13571549389.66,49923229.8,11838130304.7315,0.01826647756290643,0.03152364273204891,-0.25,-1.0,4
2025-03-13,AAPL,215.95,216.8394,208.42,209.68,61368330.0,-0.03364365379297618,-0.034222624379153466,0.021079740557039317,12867711434.4,50729481.7,11945676947.6495,0.018636663702181883,0.04015356734070958,0.5,1.0,2
2025-03-14,AAPL,211.25,213.95,209.58,213.49,60107582.0,0.018170545593285015,0.018007434149081902,0.022389807485128088,12832367681.18,51054158.1,11939825208.5775,0.01863052055875971,0.020469342826361682,0.5,1.0,2
2025-03-17,AAPL,213.31,215.22,209.97,214.0,48073426.0,0.0023888706730994524,0.002386021857618381,0.031448598130841,10287713164.0,51413018.05,11954050010.567501,0.017862687407676932,0.024532710280373717,0.0,0.0,2
2025-03-18,AAPL,214.16,215.15,211.49,212.69,42432426.0,-0.006121495327102822,-0.006140308495397484,0.05200056420141985,9024952685.94,51093514.8,11808515926.126,0.01736363379988294,0.01720814330716056,-0.2,-1.0,5
2025-03-19,AAPL,214.22,218.76,213.75,215.24,54385391.0,0.011989280173021921,0.01191797809476558,0.02922319271510876,11705911558.84,52202573.6,11999519197.7155,0.01778819953990015,0.023276342687232707,0.5,2.0,4
2025-03-20,AAPL,213.99,217.4899,212.22,214.1,48862947.0,-0.005296413306076997,-0.005310489025582399,0.04553946753853344,10461556952.699999,53029875.6,12125373782.960001,0.017705627545179573,0.024614198972442703,1.0,2.0,2
2025-03-21,AAPL,211.56,218.84,211.28,218.27,94127768.0,0.019476879962634364,0.019289632955349134,-0.0016951482109314187,20545267921.36,55076392.45,12499505719.925499,0.01846056170650194,0.034636001282814716,0.0,0.0,2
2025-03-24,AAPL,221.0,221.48,218.58,220.73,44299483.0,0.011270444861868123,0.01120740660213393,0.006342590495175049,9778224882.59,54725046.8,12354279341.475,0.01880198798946805,0.013138223168576832,1.0,2.0,2
2025-03-25,AAPL,220.77,224.1,220.08,223.75,34493583.0,0.013681873782449117,0.0135891220018447,-0.0025027932960893784,7717939196.25,54049062.35,12147116365.543499,0.019088144868311965,0.017966480446927214,0.0,0.0,1
2025-03-26,AAPL,223.51,225.02,220.47,221.53,34532656.0,-0.009921787709497254,-0.009971336660380636,0.010653184670247784,7650019283.68,53554016.95,11995614757.5755,0.019096047455083958,0.020538978919333685,0.0,0.0,1
2025-03-27,AAPL,221.39,224.99,220.5601,223.85,37094774.0,0.01047262221820966,0.010418164192390833,-0.0922939468394014,8303665159.9,53351073.7,11922510088.835499,0.018681379252557858,0.019789591244136626,0.0,0.0,4
2025-03-28,AAPL,221.67,223.81,217.68,217.9,39818617.0,-0.026580299307571997,-0.026939942736400546,-0.13547498852684725,8676476644.300001,52500336.55,11669104931.9305,0.01926932662573749,0.028132170720513848,0.0,0.0,0
2025-03-31,AAPL,217.005,225.62,216.23,222.13,65299321.0,0.01941257457549339,0.019226554118956685,-0.1830909827578444,14504938173.73,53406103.35,11832791643.1395,0.01928617174071955,0.04227254310538862,0.75,3.0,4
2025-04-01,AAPL,219.805,223.68,218.9,223.19,36412740.0,0.004771980371854223,0.004760630566562618,-0.22747434920919396,8126959440.6,52536837.25,11604510776.7865,0.019173075872920584,0.02141673014023917,0.0,0.0,4
2025-04-02,AAPL,221.315,225.19,221.02,223.89,35905904.0,0.003136341233926254,0.0031314331753122815,-0.1118406360266202,8038972846.559999,51970750.3,11449787191.0735,0.01916545210454842,0.018625217740854745,-0.2,-1.0,5
2025-04-03,AAPL,205.54,207.49,201.25,203.19,103419006.0,-0.09245611684309252,-0.09701335791648358,-0.06284758108174615,21013707829.14,54883179.65,11968974847.367,0.0274496280716219,0.030710172744721584,-0.25,-1.0,4
2025-04-04,AAPL,193.89,199.88,187.34,188.38,125910913.0,-0.07288744524828983,-0.07568030250025082,0.051863255122624574,23719097790.94,58865047.05,12601798677.686499,0.030974068443093878,0.06656757617581445,-0.4,-2.0,5
2025-04-07,AAPL,177.2,194.15,174.62,181.46,160466286.0,-0.03673426053721196,-0.0374259556531884,0.11605863551195861,29118212257.56,63284801.5,13237971495.8865,0.03089765162941634,0.10762702523972166,-0.25,-1.0,4
2025-04-08,AAPL,186.7,190.335,169.2101,172.42,120859491.0,-0.049818141739226385,-0.051101882959704525,0.17236979468739122,20838593438.219997,65520905.55,13439191886.5775,0.030976714001900628,0.12252000927966522,0.2,1.0,5
2025-04-09,AAPL,171.95,200.61,171.89,198.85,184395885.0,0.15328848161466202,0.14261741087192092,-0.02303243650993203,36667121732.25,71613326.45,14593970503.707,0.04736160548230933,0.14443047523258679,-0.25,-2.0,8
2025-04-10,AAPL,189.065,194.7799,183.0,190.42,121879981.0,-0.042393764143827006,-0.043318612796154454,0.034450162798025374,23208385982.019997,74638909.0,15111004231.088001,0.04802496231678875,0.06186272450372827,-0.3333333333333333,-1.0,3
2025-04-11,AAPL,186.1,199.54,186.06,198.15,87435915.0,0.040594475370234306,0.03979216077889891,-0.02518294221549333,17325426557.25,76005325.65,15335657174.891499,0.04855082146584596,0.06802927075447854,0.3333333333333333,2.0,6
2025-04-14,AAPL,211.44,212.94,201.1621,202.52,101352911.0,0.022053999495331933,0.021814327465264682,-0.013727039304760047,20525991535.72,78669299.9,15847571093.477499,0.04863720173572641,0.0581567252617022,0.3333333333333333,2.0,6
2025-04-15,AAPL,201.855,203.51,199.8,202.14,51343872.0,-0.001876357890578828,-0.0018781204551920894,0.012169783318492167,10378650286.08,79114872.2,15915255973.484497,0.04862943680859582,0.018353616305530628,-0.2,-1.0,5
2025-04-16,AAPL,198.36,200.7,192.37,194.27,59732423.0,-0.03893341248639548,-0.03971158259582719,0.07257939980439598,11604217816.210001,79382223.8,15910171286.353,0.04930388475409809,0.04287846811139106,0.0,0.0,3
2025-04-17,AAPL,197.2,198.8335,194.42,196.98,52164675.0,0.013949657692901463,0.0138532566908669,0.06244288760280248,10275397681.5,79547310.2,15900863322.793,0.04933588469133244,0.022405828002842812,0.3333333333333333,1.0,3
2025-04-21,AAPL,193.265,193.8,189.8112,193.16,46742537.0,-0.019392831759569518,-0.019583339736215066,0.08790639884033946,9028788446.92,77178048.65,15325039349.071,0.04946320760679719,0.020650238144543264,0.5,1.0,2
2025-04-22,AAPL,196.12,201.59,195.97,199.74,52976371.0,0.03406502381445442,0.03349765980964747,0.057424652047662006,10581500343.54,77611893.05,15365203122.1185,0.04990627209738634,0.02813657755081594,-0.5,-2.0,4
2025-04-23,AAPL,206.0,208.0,202.799,204.6,52929165.0,0.024331631120456443,0.024040332702537803,0.03861192570869987,10829307159.0,78533672.15,15520771520.256,0.05017448659463476,0.02542033235581607,0.25,1.0,4
2025-04-24,AAPL,204.89,208.8299,202.94,208.37,47310989.0,0.01842619745845564,0.0182584920645823,0.02375581897586021,9858190777.93,79172588.8,15631180094.9685,0.05026131301853617,0.02826654508806442,0.2,1.0,5
2025-04-25,AAPL,206.365,209.75,206.2,209.28,38222258.0,0.004367231367279345,0.004357722686725296,-0.018778669724770714,7999154154.24,79228963.0,15615954544.685501,0.05024846673199508,0.01696292048929661,0.5,3.0,6
2025-04-28,AAPL,210.0,211.5,207.46,210.14,38743074.0,0.004109327217125314,0.004100906991794773,-0.05353573807937562,8141469570.36,79175185.85,15589204190.988499,0.05019160049112428,0.019225278385837884,-0.5,-1.0,2
2025-04-29,AAPL,208.693,212.24,208.37,211.21,36827633.0,0.005091843532882834,0.005078923935421642,-0.060129728706027286,7778364365.93,77751601.45,15252875500.5985,0.04988582529658159,0.01832299607026176,0.0,0.0,4
2025-04-30,AAPL,209.3,213.58,206.6705,212.5,52286454.0,0.006107665356754,0.006089089168421324,-0.07647058823529407,11110871475.0,78545287.15,15402071102.3185,0.04970674109666402,0.03251529411764695,0.0,0.0,6
2025-05-01,AAPL,209.08,214.56,208.9,213.32,57365675.0,0.0038588235294116924,0.003851397367929721,-0.0742077629851865,12237245791.0,79618275.7,15611984749.5405,0.04970187351437138,0.026532908306769035,0.2,1.0,5
2025-05-02,AAPL,206.09,206.99,202.16,205.35,101010621.0,-0.03736171010688172,-0.038077545329834095,-0.03321158996834672,20742531022.35,79497856.45,15598425909.201,0.050315037053464545,0.023520818115412657,-0.2857142857142857,-2.0,7
2025-05-05,AAPL,203.1,204.1,198.21,198.89,69018452.0,-0.0314584855125396,-0.03196393232741279,0.05983206797727392,13727079918.279999,76653233.4,15098825015.567999,0.046504996586515246,0.029614359696314332,0.0,0.0,3
2025-05-06,AAPL,198.21,200.65,197.02,198.51,51216482.0,-0.0019106038513750923,-0.0019124313830767292,0.0726411767669135,10166983841.82,71190743.2,14151263594.781,0.04342212058420913,0.018286232431615423,-0.2857142857142857,-2.0,7
2025-05-07,AAPL,199.17,199.44,193.25,196.25,68616943.0,-0.011384816885799176,-0.011450120029560473,0.08193630573248423,13466075063.75,68578615.8,13782637676.0575,0.04259656240401265,0.03154140127388518,0.0,0.0,4
2025-05-08,AAPL,197.72,200.05,194.6796,197.49,50478872.0,0.006318471337579679,0.006298593485377424,0.07068712339865302,9969072431.28,61882765.15,12447735211.008999,0.04073428184906233,0.02719327560889154,-0.4285714285714285,-3.0,7
2025-05-09,AAPL,199.0,200.5399,197.535,198.53,36453923.0,0.005266089422249154,0.005252272061092356,0.06412129149246959,7237197333.19,57611462.25,11649175778.567501,0.023252249202764783,0.015135747745932489,-0.25,-2.0,8
2025-05-12,AAPL,210.97,211.2679,206.75,210.79,63775814.0,0.06175389109958185,0.05992215500281617,-0.00953555671521411,13443303833.06,56428457.2,11455069642.358,0.024774148599658093,0.02143317994212238,0.625,5.0,8
2025-05-13,AAPL,210.43,213.4,209.0,212.93,51909332.0,0.010152284263959421,0.010101095986503772,-0.02850702108674208,11053054062.76,53956278.25,10981422768.710001,0.023451275849715427,0.020664068003569177,1.0,1.0,1
2025-05-14,AAPL,212.43,213.94,210.5801,212.33,49325825.0,-0.002817827455032118,-0.002821805004604272,-0.04822681674751572,10473352422.25,53855375.9,10986157875.5185,0.023103039451817433,0.01582395328027125,0.6666666666666666,4.0,6
2025-05-15,AAPL,210.95,212.96,209.54,211.45,45029473.0,-0.004144492064239724,-0.0041531042752049885,-0.047718136675336864,9521482065.85,53120228.4,10882021088.0005,0.023129845919776574,0.016174036415228188,0.6666666666666666,4.0,6
2025-05-16,AAPL,212.36,212.57,209.77,211.26,54737850.0,-0.000898557578623782,-0.0008989615234815673,-0.0756887247940925,11563918191.0,53248887.15,10946447113.4755,0.021134520014932344,0.013253810470510129,0.3333333333333333,1.0,3
2025-05-19,AAPL,207.91,209.48,204.26,208.78,46140527.0,-0.011739089273880454,-0.011808536414863902,-0.04104799310278762,9633219227.06,53218786.65,10976668652.4825,0.021285550144071144,0.02500239486540844,0.6666666666666666,2.0,3
2025-05-20,AAPL,207.67,208.47,205.03,206.86,42496635.0,-0.009196283168885877,-0.00923883003049486,-0.031132166682780738,8790853916.1,52694799.85,10887136331.1105,0.020861573283152673,0.01662960456347279,0.0,0.0,4
2025-05-21,AAPL,205.17,207.04,200.71,202.09,59211774.0,-0.0230590737696994,-0.023329093219500052,-0.010589341382552409,11966107407.66,53008930.3,10943976343.543499,0.02039217347695585,0.03132267801474567,0.0,0.0,4
2025-05-22,AAPL,200.71,202.75,199.7,201.36,46742407.0,-0.003612251966945368,-0.003618791903097218,-0.002532777115613949,9412051073.52,52980501.2,10921669358.323,0.01967578872032614,0.015147000397298351,1.0,1.0,1
2025-05-23,AAPL,193.665,197.7,193.46,195.27,78432918.0,-0.030244338498212175,-0.030711134574654686,0.03292876529932909,15315595897.86,54991034.2,11287491445.504,0.020185260831220648,0.02171352486300998,-0.5,-2.0,4
2025-05-27,AAPL,198.3,200.74,197.43,200.21,56288475.0,0.025298304911148595,0.024983599431202208,0.015283951850556976,11269515579.75,55868304.25,11443893745.9735,0.0210596402168302,0.01653264072723633,-0.2,-1.0,5
2025-05-28,AAPL,200.59,202.73,199.9,200.42,45339678.0,0.0010488986564105574,0.0010483489465746842,0.011974852809100822,9086978264.76,56293906.5,11509324440.914999,0.021026549173165647,0.014120347270731316,0.5,1.0,2
2025-05-29,AAPL,203.575,203.81,198.51,199.95,51477938.0,-0.002345075341782299,-0.002347829337355556,0.003400850212553097,10293013703.099998,56253480.7,11468431552.32,0.0209628802200466,0.026506626656664093,0.25,1.0,4
2025-05-30,AAPL,199.37,201.96,196.78,200.85,70819942.0,0.004501125281320295,0.004491025512463942,0.015285038586009492,14224185350.699999,56926194.05,11567778530.304998,0.020933196206505366,0.025790390838934436,0.4,2.0,5
2025-06-02,AAPL,200.28,202.13,200.12,201.7,35423294.0,0.004232013940751678,0.0042230841548756,-0.0012394645513138514,7144878399.799999,53646827.7,10887895899.177502,0.02093899966794621,0.00996529499256312,-1.0,-1.0,1
2025-06-03,AAPL,201.35,203.77,200.955,203.27,46381567.0,0.007783837382250969,0.007753699610703713,-0.0029517390662666676,9427981124.09,52514983.45,10672940959.468,0.019440082576566313,0.013848575785900447,0.3333333333333333,1.0,3
2025-06-04,AAPL,202.91,206.24,202.1,202.82,43603985.0,-0.002213804299699973,-0.002216258387019998,-0.019919140124248114,8843760237.699999,52134358.6,10606779779.262,0.018098143298553502,0.020412188147125504,0.3333333333333333,2.0,6
2025-06-05,AAPL,203.5,204.75,200.15,200.63,55221235.0,-0.010797751701015712,-0.0108564704917411,-0.0071275482230972464,11079036378.05,51464573.2,10487427844.977001,0.018274742237890683,0.02292777750087211,1.0,4.0,4
2025-06-06,AAPL,203.0,205.7,202.05,203.92,46607693.0,0.016398345212580434,0.01626534437575078,-0.03663201255394277,9504240756.56,51271014.25,10464186261.241001,0.018364469339235776,0.01789917614750863,0.0,0.0,2
2025-06-09,AAPL,204.39,206.0,200.02,201.45,72862557.0,-0.012112593173793651,-0.012186548430503485,-0.015040953090096787,14678162107.65,53091445.95,10836234499.964,0.018586098240741842,0.02968478530652748,-0.1666666666666666,-1.0,6
2025-06-10,AAPL,200.6,204.35,200.57,202.67,54672608.0,0.006056093323405287,0.0060378288938656155,-0.03468692949129126,11080497463.359999,52636285.65,10718094181.479,0.018595733699391076,0.018651009029456666,0.0,0.0,3
2025-06-11,AAPL,203.5,204.5,198.41,198.78,60989857.0,-0.01919376326047262,-0.01938035499136248,-0.01106751182211485,12123563774.460001,53090311.9,10771619667.064,0.012931006517927343,0.030636884998490658,-0.5,-2.0,4
2025-06-12,AAPL,199.08,199.68,197.3601,199.2,43904635.0,0.0021128886205854513,0.002110659610638166,0.009036144578313365,8745803292.0,52819252.4,10685242210.5515,0.012647069573302451,0.011646084337349432,0.25,1.0,4
2025-06-13,AAPL,199.73,200.37,195.7,196.45,51447349.0,-0.013805220883534086,-0.013901399146028837,0.02570628658691776,10106831711.05,53140146.2,10714509692.811499,0.0128606078363018,0.023771952150674434,0.5,2.0,4
2025-06-16,AAPL,197.3,198.685,196.5636,198.42,43020691.0,0.01002799694578771,0.009978050217287482,0.009474851325471434,8536165508.219999,52554288.25,10563122058.672499,0.01319888680209624,0.010691462554177925,1.0,2.0,2
2025-06-17,AAPL,197.2,198.39,195.21,195.64,38856152.0,-0.014010684406813856,-0.01410976055059976,0.030259660601104077,7601817577.28,52190069.5,10461551976.183498,0.013405959365281248,0.01625434471478206,-0.3333333333333333,-1.0,3
2025-06-18,AAPL,195.94,197.57,195.07,196.58,45394689.0,0.004804743406256584,0.004793237467326961,0.02248448468816755,8923687963.62,52334972.2,10468193678.5595,0.01338769414529248,0.012717468715026896,0.6,3.0,5
2025-06-20,AAPL,198.235,201.7,196.855,201.0,96813542.0,0.02248448468816755,0.022235434920592212,0.0003980099502487455,19459521942.0,54215060.6,10842864405.2765,0.014376678313690772,0.024104477611940175,0.3333333333333333,1.0,3
2025-06-23,AAPL,201.625,202.3,198.96,201.5,55814272.0,0.0024875621890547706,0.0024844733276623288,0.018213399503721917,11246575808.0,54668653.85,10934590642.0005,0.013494437109937769,0.01657568238213393,-1.0,-2.0,2
2025-06-24,AAPL,202.59,203.44,200.2,200.3,54064033.0,-0.005955334987593042,-0.005973138714965742,0.03754368447328993,10829025809.900002,53450209.6,10710262137.602499,0.013534968772739773,0.016175736395406853,0.0,0.0,0
2025-06-25,AAPL,201.45,203.67,200.6201,201.56,39525730.0,0.006290564153769385,0.00627086114062525,0.05397896408017466,7966806138.8,52612072.35,10545126665.555,0.011698663070507037,0.015131474498908337,-0.3333333333333333,-2.0,6
2025-06-26,AAPL,201.43,202.64,199.46,201.0,50799121.0,-0.0027783290335383626,-0.0027821957533218367,0.062437810945273675,10210623321.0,52885044.5,10601308918.367,0.010382292146002595,0.015820895522387874,0.125,1.0,8
2025-06-27,AAPL,201.89,203.22,200.0,201.08,73188571.0,0.0003980099502487455,0.00039793076529903715,0.044111796299979966,14716757856.68,53970576.15,10822496126.046,0.010380724425966565,0.016013526954445904,0.5,5.0,10
2025-06-30,AAPL,202.01,207.39,199.2607,205.17,91912816.0,0.02034016311915643,0.020136064953739208,0.023590193498074896,18857752458.719997,55025219.85,11054174481.447,0.01124605513520256,0.03962226446361521,0.8333333333333334,5.0,6
2025-07-01,AAPL,206.665,210.1865,206.1401,207.82,78788867.0,0.012916118340888127,0.012833416646386375,0.01597536329515914,16373902339.939999,57193498.5,11515625678.453999,0.011513014806036873,0.01947069579443743,0.1818181818181818,2.0,11
2025-07-02,AAPL,208.91,213.34,208.14,212.44,67941811.0,0.022230776633625382,0.021987275129697892,-0.00014121634343811085,14433558328.84,58271510.7,11765904538.6915,0.012351250321538354,0.024477499529278822,0.0,0.0,6
2025-07-03,AAPL,212.145,214.65,211.8101,213.55,34955836.0,0.005225004707211545,0.0052114017332769436,-0.011191758370405092,7464818777.8,57839103.25,11696957465.696499,0.012309544186824993,0.013298524935612207,0.3333333333333333,2.0,6
